# t x y
0.00000000 7.00000000 8.00000000
0.01000000 6.85420878 8.02344952
0.02000000 6.71083921 8.04580443
0.03000000 6.56989529 8.06707475
0.04000000 6.43137815 8.08727118
0.05000000 6.29528627 8.10640505
0.06000000 6.16161554 8.12448828
0.07000000 6.03035945 8.14153333
0.08000000 5.90150916 8.15755316
0.09000000 5.77505363 8.17256121
0.10000000 5.65097981 8.18657132
0.11000000 5.52927268 8.19959774
0.12000000 5.40991542 8.21165508
0.13000000 5.29288950 8.22275824
0.14000000 5.17817483 8.23292242
0.15000000 5.06574983 8.24216307
0.16000000 4.95559158 8.25049584
0.17000000 4.84767589 8.25793659
0.18000000 4.74197742 8.26450131
0.19000000 4.63846980 8.27020613
0.20000000 4.53712568 8.27506729
0.21000000 4.43791687 8.27910108
0.22000000 4.34081438 8.28232386
0.23000000 4.24578854 8.28475201
0.24000000 4.15280910 8.28640191
0.25000000 4.06184523 8.28728994
0.26000000 3.97286569 8.28743241
0.27000000 3.88583883 8.28684560
0.28000000 3.80073267 8.28554572
0.29000000 3.71751501 8.28354888
0.30000000 3.63615343 8.28087108
0.31000000 3.55661538 8.27752822
0.32000000 3.47886821 8.27353605
0.33000000 3.40287926 8.26891020
0.34000000 3.32861585 8.26366611
0.35000000 3.25604539 8.25781908
0.36000000 3.18513536 8.25138423
0.37000000 3.11585340 8.24437650
0.38000000 3.04816729 8.23681064
0.39000000 2.98204503 8.22870119
0.40000000 2.91745487 8.22006249
0.41000000 2.85436530 8.21090868
0.42000000 2.79274509 8.20125369
0.43000000 2.73256335 8.19111121
0.44000000 2.67378951 8.18049472
0.45000000 2.61639334 8.16941747
0.46000000 2.56034500 8.15789250
0.47000000 2.50561502 8.14593260
0.48000000 2.45217434 8.13355033
0.49000000 2.39999431 8.12075803
0.50000000 2.34904669 8.10756781
0.51000000 2.29930370 8.09399152
0.52000000 2.25073797 8.08004080
0.53000000 2.20332261 8.06572706
0.54000000 2.15703114 8.05106147
0.55000000 2.11183758 8.03605496
0.56000000 2.06771639 8.02071825
0.57000000 2.02464250 8.00506181
0.58000000 1.98259129 7.98909591
0.59000000 1.94153864 7.97283058
0.60000000 1.90146086 7.95627562
0.61000000 1.86233475 7.93944063
0.62000000 1.82413755 7.92233497
0.63000000 1.78684699 7.90496782
0.64000000 1.75044124 7.88734811
0.65000000 1.71489894 7.86948459
0.66000000 1.68019916 7.85138579
